Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_rate
"Lâu ngày về quê không có xe đi, may tìm được chổ cho thuê xe máy có tâm. Giao xe tại bến xe và lúc trả xe cho mình trả xe ở bến xe buýt hàng không 01 nguyên tất thành giúp mình tiết kiệm biết bao nhiêu chi phí cho taxi. Xe mới, chạy êm và tốt, lúc giao xe có 2 mũ bảo hiểm và đổ cho mình nửa bình xăng để mình thoải mái đi ko như những chổ khác giao xe cạn xăng phải lo đi đến cây xăng ngay, vote 5 sao cho chất lượng dịch vụ",0,0,0,0,5,0,0.0,0.0,0.0,0.0,4.0,0.0,"di_chuyen((5, 4.0)),"
"Thật ""hoang phí"" nếu không ghé quán này ăn hải sản khi đi du hí Kỳ Co, FLC Quy Nhơn, quán ăn bình dân nhưng đồ ăn khá chất. Cám ơn và chúc cho quán phục vụ tốt khách hàng của mình.",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
Không có gì không thích cả,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
"Nhân viên phòng vé tuy hoà thái độ lồi lõm, vô văn hoá. Nhân viên phòng vé lê hồng phong cũng không kém. Chúc nhà xe làm ăn tốt với dàn bán vé mất dạy như vậy.
",0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,"di_chuyen((2, 1.0)),"
Mình về quy nhơn và đã thuê xe . Cô chú chủ rất vui vẻ nhiệt tình .mà giá cả rẻ xe ngon .m.n về nhớ thuê của cô chú này nhé .,0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Cũng khá đầy đủ các mặt hành từ gia dụng đến trang sức. Rộng rãi, sạch. Nhưng k to như pic c trên HN. :)",0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,4.0,
"Quán đông khách. Tiền nào của nấy. Rẻ, phù hợp cho nhóm bạn trẻ",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Nếu bạn không muốn một chuyến đi thoải mái thì nên tránh xa hãng xe này.,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,
"Du lịch bằng taxi ở Sài Gòn rất dễ dàng và rất rẻ miễn là bạn sử dụng một công ty có uy tín. Chúng tôi luôn sử dụng taxi Vinasun 
và thấy chúng thật tuyệt vời. Chỉ cần chọn địa chỉ bạn sẽ nói vì hầu hết không nói nhiều tiếng Anh.",0,0,0,0,5,0,0.0,0.0,0.0,0.0,4.0,0.0,"di_chuyen((5, 4.0)),"
"Khách sạn sạch sẽ, nằm ngay trung tâm nên đi lại rất thuận tiện. Lễ tân cũng rất vui vẻ, thân thiện",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Hải sản tươi ngon, giá cả theo mình đối với khu du lịch thì cũng vừa phải. Bạn nhân viên nữ phục vụ hơi thiếu chuyên nghiệp.",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Tôi thường xuyên đi taxi Vinasun ở Sài Gòn, và luôn có một trải nghiệm tốt. Tôi vừa bị quá tải bởi một công ty taxi khác ở Hà Nội, 
và nó nhắc nhở tôi rằng họ tốt như thế nào.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
Quán sạch sẽ thoáng. Chủ quán nhiệt tình vui vẻ. Món ăn rẻ chỉ cần 100k là no bụng và thưởng thứ đc tất cả các món. Ngon bổ rẻ 🍝🍧🍨🍦🍛🎍🎉😊😊😊,0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Tôi đã đọc một vài đánh giá dưới đây nói rằng menu bị hạn chế, tôi không đồng ý chút nào! Thực đơn có rất nhiều lựa chọn và có khoảng 6 lựa chọn món chính cho rau (không bao gồm các mặt).",0,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,
"Mọi thứ đều ổn cho đến khi mình và gia đình đến quầy cơm của siêu thị. Cơm thì phải nói là dở, mắc, nhân viên khó chịu. Lần đầu mình đến đây có gì chưa biết thì nói nhẹ nhàng, đằng này nhân viên hét hô khách. Không bao giờ ăn ở đây lần 2 😌😌
",0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,"an_uong((2, 1.0)),"
"Nói, sin chow (xin chào), khi bạn vào và nói, hãy tiếp tục (cảm ơn bạn), khi bạn đã hoàn thành. 
Xe taxi thường chỉ có một vài đô la vì vậy làm tròn số dễ dàng và chỉ tốn của bạn khoảng 26 xu nhiều hơn.",0,0,0,0,3,0,0.0,0.0,0.0,0.0,4.0,0.0,"di_chuyen((3, 4.0)),"
Đây là hình ảnh thật cho các bạn tự đánh giá,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
"Phòng sạch sẽ, đầy đủ tiện nghi nè, view núi rất đẹp, phòng mình ở tầng trệt có lối đi riêng khá là ổn áp ☺️. Bạn lễ tân thì rất ư là dể thương.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Nhân viên nhiệt tình, vui vẻ, còn nâng hạng phòng cho khách nữa. Lần tới đi du lịch, mình sẽ ghé lại.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Địa điểm thuận lợi, nhân viên nhiệt tình, linh hoạt, nên cải tạo hồ bơi vì ko ai sử dụng",0,3,0,0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,"luu_tru((3, 4.0)),"
"Quán nướng của cô chủ trẻ tuổi, dễ thương và nhiệt tình. Đa số các món có giá cực kì học sinh, sinh viên nên tối đến cực kỳ đông, nhiều lúc đến kín hết cả bàn.hai gian đối diện nhau, không gian đơn giản, dễ thương, hướng ngoại. Kiều ngồi top view nướng thịt cũng thú vị á. Nhìn như kiểu đang đi Hàn Quốc chứ chả đùa. Nhiều phần ăn giá cực kì hợp lý như phần gà rán chỉ có 17k thôi. nướng ướp thấm, nhiều mà cũng rẻ nữa.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Thủ tục thuê xe nhanh dễ dàng. Nhân viên nhiệt tình mà giá cũng mềm. Xe đi rất êm, mình đi từ Quy Nhơn ra đến tận Tuy Hòa và quay về trong 2 ngày nhưng không gặp bất cứ trục trặc gì cả",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Ksan nhỏ, nằm trong ngõ, các tiện ích đi kèm của 4 sao là không xứng đáng. Không gian chật hẹp, View biển thì ok, phòng view city thì cực xấu",0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,"luu_tru((2, 1.0)),"
"Sân bay Phù Cát mới tu sửa lại và xây mới nhà chờ rất sạch sẽ, chuyên nghiệp. Bên trong có bán nhiều món đặc sản quê hương Bình Định để làm quà.",0,0,0,0,4,4,0.0,0.0,0.0,0.0,4.0,4.0,
Tài xế tốt! Chất lượng phục vụ tốt,0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"Có công việc gần nó nên mình tranh thủ cùng đám bạn zô quán này để uống nước ngồi chơi xíu. Đây là lần 2 mình ghé quán nên rút kinh nghiệm mình kêu nốt mấy món mà lần trước mình đi chưa có cơ hội kêu ra thưởng thức. Ở đây có cả đồ ăn vặt cho các men ăn vặt gặm nhấm đấy nhan, à quán này rất chịu khó tìm hiểu những món mới để làm hương vị lạ cho khách hàng nữa đấy. Về giá cả thì mình thấy cũng hợp lý túi tiền của sinh viên lẩn người đi làm <3. Chúc quán có thêm nhiều món mới chiều lòng khách hàng nhé <3",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Cũng lâu rồi mới ghé chất và giá cả ở đây có một sự tăng nhẹ . Trà sữa truyền thống trước kia 20k giờ đã tăng lên 25k . Hôm nay quán có chương trình khuyến mãi mua 5 tặng 1 . Và vì bị nghiện trân châu trắng nên bọn mình đã đề nghị thay một ly trà sữa đó bằng một chén trân châu trắng . Phải nói là trân châu ăn bao phê , từ ngày phát hiện ra món trân châu này đi đâu mình cũng phải hỏi có không và gọi liền . Mình uống trà sữa khoai môn , khá béo nhưng rất ngon , vị ngọt vừa phải .trà đào cam sả cũng rất ngon . Nói chung chất lượng đồ uống của chất chưa bao giờ làm mình thất vọng",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Thoáng mát, sạch sẽ..phòng studio view đẹp (phòng trên tầng cao nữa thì đẹp :))). Đồ ăn hơi ít món nhưng ngon.",0,4,0,4,0,0,0.0,5.0,0.0,4.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Chỗ nghỉ sạch sẽ, phòng ốc rộng rãi. Đồ ăn sáng khá hợp khẩu vị miền nam. Ngoài ra mình thường gọi thêm đồ ăn lên phòng, đồ ăn phục vụ tại phòng tạm được.",0,4,0,4,0,0,0.0,4.0,0.0,3.0,0.0,0.0,"an_uong((4, 3.0)),"
"Trà sữa, cookie và soda là những món hình tới quán thường hay uống quán nhỏ nhưng phục vụ tốt cô chủ quán rất thân thiện với khách, còn anh chủ quán rất nhiệt tình thân thiện Quán cũng thường có của chủ quán xuống chơi",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Chỗ nghỉ sạch sẽ, nhân viên nhiệt tình, dễ chịu, phòng rộng rãi thoải mái, rất đáng tiền",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Tối mùng 1 Tết mình gọi 2 ly nước uống mà đợi hoài không tới thấy đâu, mình và người yêu vào quầy hỏi 3 lần nhận đc 3 câu trả lời giống nhau: chị ngồi bàn nào ah chút xíu em đem ra. Mình còn nhấn mạnh: chị hỏi 3 lần rồi đó nha em. Chút xíu mà ngồi gần tiếng rưỡi không thấy đâu. Cuối cùng mình với người yêu đi về luôn mà vẫn không có nước uống ^^ Được cái view đẹp và thoáng trong lúc chờ nước cũng thoải mái nói chuyện.",0,0,0,2,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((2, 4.0)),"
"Nhà hàng này nhìn cực kỳ sang trọng luôn nha, vừa kết hợp nhà hàng và khách sạn luôn á nên có hồ bơi và bàn ngồi cà phê và ăn sáng đồ các kiểu luôn, nhân viên nhà hàng cực kỳ lịch sự là thân thiện, do đi theo công ty nên menu được chọn sẵn rồi menu gồm 7 món khác nhau chưa kể trái cây tráng miệng, đồ ăn ngon và cừa miệng cá ăn khá là ngon và tươi, ướp và tới nên có độ ngon và tươi nhưng không có bị tanh nên khá là ưng ý",0,0,5,5,0,0,0.0,0.0,5.0,5.0,0.0,0.0,
"Chủ shop nhiệt tình, uy tín. Mình thuê ở quy nhơn nhưng muốn đi xe máy xuống phú yên. Shop tue vấn mình đi xuống phú yên rồi gửi lại qua xe khách. Thanks shop, có dịp ghé quy nhơn lại tiếp  tục thuê xe anh.
",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Quán nằm bên ngoài an phú thịnh. View quán rất đẹp , mát mẻ . Quán có 2 tầng nên gian rất rộng rãi, đầu tư trang trí, phần nội thất rất hợp lí, mình thích kiểu bàn ghế ở đây. Nhưng mình k hiểu tại sao quán kco chỗ để xe , mỗi lần đến là để xe lung tung cả lên . Nhân viên phục vụ nhiệt tình , dễ thương . Menu không quá đa dạng, chất lượng ở mức tạm được, có loại không được ngon cho lắm . Giá cả cũng như những quán khác tầm từ 20k trở lên ️",0,0,0,3,0,0,0.0,0.0,0.0,3.0,0.0,0.0,
"Không gian đẹp với kiến trúc thiết kế theo kiểu Pháp cổ. Nhân viên thân thiện, nhiệt tình. Đồ ăn ngon, đa dạng của các vùng miền khác nhau trên cả nước. 10/10",5,0,5,5,0,0,4.0,0.0,5.0,5.0,0.0,0.0,"giai_tri((5, 4.0)),"
Nhiều món. Giá cả phù hợp. Phục vụ chu đáo.,0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Đã dành 4 ngày ở Quy NHơn và thuê xe máy của tôi từ đây. Giá cho thuê xe máy thủ công là 120k một ngày, khá tốt. Một chiếc tự động sẽ đắt hơn một chút. Tôi thích hướng dẫn sử dụng hơn, nhẹ hơn, nhanh hơn và thú vị hơn khi lái - mẫu xe / lựa chọn của tôi là Honda Wave RSX, nó xử lý như một giấc mơ.",0,0,0,0,5,0,0.0,0.0,0.0,0.0,4.0,0.0,"di_chuyen((5, 4.0)),"
Quán bánh xèo tôm nhảy này mình thấy có rau sạch mà các quán bình dân khác không có mà ngồi ăn phòng lạnh nữa chứ. Giá cả bình dân từ 15k đến 25k thui mà nhìn quán sang chảnh lắm. Ai đi du lịch quy nhơn hay chưa ăn thì dùng thử quán này nhé.Có cả bánh căn nữa. Mình là mình kết quán này nhất á.,0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Sân bay mới sửa sang và hoàn thiện lại cách đây không lâu nên vẫn còn thiếu sót,tuy nhiên đây đã là sự nỗ lực của tỉnh và đội ngũ cán bộ công nhân viên rồi.",0,0,0,0,3,0,0.0,0.0,0.0,0.0,3.0,0.0,
"Nghe tiếng cà phê tiền tỷ Quy Nhơn nên đi thử. Quán rộng rãi thoáng mát, có phòng máy lạnh riêng, thích nhất là hồ cá giữa quán. Nói chung view đẹp. Cứ tưởng quán tiền tỷ là đồ uống giá trên trời nhưng giá cả lại rất hợp lý. Chất lượng không có gì nỗi trội.",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
"Mình rất hài lòng về chuyến du lịch lần này của mình cám ơn bạn chủ lựa chọn cho team mình những con xe tốt chất lượng. Trời nắng cũng tặng áo mưa OK cam ơn. Đã thuê đc chiếc xe máy đi lại rất tốt lại còn hỗ trợ áo mưa kèm theo một lít xăng và bản đồ nữa, rất ok, nhân viên nhiệt tình chỉ dẫn ,nếu quay lại hẹn gặp lại các bạn vào một ngày không xa ở Quy Nhơn nhé",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Phòng khá bé và không có cửa sổ, nên mới vào phòng sẽ cảm giác hơi ngột ngạt, nội thất cũ, cách âm kém, phòng khác nói to là có thể nghe thấy tiếng, khá ồn",0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,"luu_tru((2, 1.0)),"
"Nếu mọi người đi du lịch, tránh sự bực mình thì tránh nhà hàng này, phục vụ cực thiếu chuyên nghiệp, ko quá đông nhưng gọi nhân viên vâng dạ xong mất hút. Bực mình, đồ ăn thì quá bình thường.",0,0,1,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,"an_uong((2, 1.0)),"
"Tôi đã đi và trãi nghiệm dịch vụ . Đưa đón sân bay đúng giờ . Giá cả hợp lý và rẻ hơn taxi như mai linh hay taxi sân bay . Thuê đi Du lịch ráta tiện . Tài xế thân thiện và am hiểu về địa điểm Du lịch , ăn uống và có cả Tour biển đảo . Nói chung là hài lòng . Hy vọng luôn uy tín và phục tốt . Thank",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"Ăn cả Kim Đình cả Ý Na, và đưa ra kết luận là Ý Na ngon hơn nhé các bạn (trên đg Phan Bội Châu). Quả ở Kim Đình không được đều, thỉnh thoảng trộn lẫn quả dập vs không chín vô ^^ trong này sinh tố nhưng ăn kiểu giống hoa quả dầm hơn là sinh tố, dầm sữa đặc, muốn ăn quả gì thì gọi. Rẻ hơn ngoài Hà Nội (dĩ nhiên) hehe",0,0,0,5,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((5, 4.0)),"
"Quay lại quán thấy lạ ghê, decor xinh và đẹp hơn trước rất nhiều. Món ăn cũng có nhiều đổi mới, chăm chút về decor Mìn rất thích phần trứng non chấm bánh mì, ăn rất vừa miệng",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Mặc dù tôi gặp một số rắc rối khi nhập cư, người lái xe đã đợi 1,5 giờ và nhanh chóng đưa chúng tôi đến địa điểm airbnb của chúng tôi. 
Chiếc xe rộng rãi và rất sạch sẽ. Sẽ đặt lại chúng nếu cần.",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Tôi đến đây với vị hôn thê của tôi. Tôi là người Anh và cô ấy là người Việt Nam. Chúng tôi đã thấy vô số đánh giá trực tuyến và 
nghĩ rằng sẽ rất tuyệt nếu thử vì tôi chưa có đồ ăn thoải mái trong ngày lễ này.",0,0,0,3,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((3, 4.0)),"
"Xe đẹp, giá bình dân, chất lượng phục vụ chu đáo. Ở đây là lựa chọn tốt cho ae muốn thuê xe vi vu khắp tp. Cảm ơn!",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"Hơi fail, nên cái này review để cho mọi người tham khảo, chứ k mang tính chất PR, ai k thích đọc thì có thể tắt luông, many thanks!
Bữa sáng t2 của tụi mình bắt đầu sau khoảnh 30' chạy xe từ LAB (tuyệt đỉnh) vào thành phố, trên đường tới Eo Gió (nhạt nhẽo). Quán này đc dân tình đi xong mách lại, sau bao nhiêu đau đầu cuối cùng 2 đứa quyết định ăn 1 món tên lạ hoắc cho thêm phần challenge :))
Phách ăn bún sứa k, còn mình ăn bún chả cá và sứa ^^ Cảm nhận của mình là bình thường, k ngon nhưng k dở, và giá thì khá đắt (35k/bát) ăn mãi k thấy hết ' Phách còn nhận xét là: Bây giờ mới biết là sứa có vị nước lọc ^^ Nước dùng nói chung cũng ổn, nhưng lạc cả hành phi cũng cứu cánh món này nhiều.
Mình rất là gét câu ăn 1 lần cho biết, nhưng với món này thì chắc có lẽ ăn tới vài lần nữa cũng chỉ tập xác định là ""ăn nhiều lần cho biết"", chỉ cần biết thôi, chứ chắc k có nhu cầu thèm da diết như nhiều nhiều nhiều món khác ^^",0,0,0,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0,"an_uong((1, 3.0)),"
"Sáng vào quán khá đông do là ngày chủ nhật. Nhìn tô bánh canh cua hết sẩy, nóng, cua nhiều và cả chả cá. Ăn theo kiểu miền trung nên bánh canh không có tương ớt mà ăn chỉ với nước mắm. Nước lèo ngọt vị cua và thơm thơm mùi gạo vì mình chỉ ăn được bánh canh gạo thôi. Một tô 25k quá hợp lý cho bữa sáng rồi.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Update 14/10/2018. Chất lượng khá tốt. Xe mới ra ngày 26/09/2018 phục vụ nhiệt tình. Giá khai trương giảm 20% còn 312.000. Một lựa chọn tốt khi đi TP.HCM- Tuy Hoà. Chúc nhà xe luôn giữ phục vụ tốt để được nhiều người ủng hộ.
",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
Vi vu trên sông Saigon chỉ với 30.000/ 2 lượt đi và về nếu đi 5 bến bạn sẽ còn 2 tiếng thưởng ngoạn cảnh đẹp dọc 2 bờ sông Sài Gòn.,4,0,0,0,4,0,4.0,0.0,0.0,0.0,4.0,0.0,
"Quán kiểu thoái mái, view bình thường nhưng được cái không gian thoáng, thoái mái không gò bó. Đặc biệt nước siêu ngon với nhiều món lạ, quy nhơn chưa thấy. Vote cho Trà đào, trà đen machiato, cafe cốt dừa, đặc biệt dừa mít nghe lạ lạ mà uống cũng lạ lạ luôn. Giá theo mình khá hạt dẻ. Mình đi 2 người. Đang có chương trình giảm giá 20% nên uống luôn 3ly, giá có 36k. Nói chung mình sẽ trở lại để thử hết menu vì uống ly nào cũng ngon. Hihi",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"nhân viên rất dễ thương. hướng dẫn rất nhiệt tình, thoải mái tận tình, hệ thống xe cho thuê đều là xe mới rất tiết kiệm xăng,...",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"Nhân viên quá tệ, tìm cách lấy thêm tiền khách với cớ là mất đôi dép, nhưng thực tế đã chứng minh là không mất",0,1,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,"luu_tru((1, 2.0)),"
"Tối qua đã ăn lẩu sứa chỗ khác, nên nay vô đây mình gọi đúng 3 món khác: Bánh xèo tôm nhảy (tôm cực ngon và nhiều), cơm chiên cá mặn (cá mặn một đống ăn xỉuuu mà ngon), mì xào hải sản (mực tôm ăn ngập mặt). Giá hơi cao nhưng cảm thấy xứng đáng. Highly recommemd!",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Trải nghiệm du lịch Quy Nhơn của chúng tôi đã được cải thiện đáng kể nhờ những người chủ cho thuê xe đạp Hoài Bảo. Ngoài giá cả phải chăng, cặp đôi này luôn chào đón và hữu ích về nhiều mặt trong việc hỗ trợ chúng tôi tham quan thành phố. Rất khuyến khích! Cám ơn chị rất nhiều và hẹn gặp lại những lần sau! Tràmi & Jf.",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Khá hiện đại & rộng bát ngát, thơm tho, sạch sẽ & lịch sự. Khách nước ngoài vào đây rất nhiều. Có đầy đủ rạp phim, khu ăn uống, cafe, shopping, gym,...v...v....Hầm giữ xe thì rộng bao la, nhưng bị cái có tính phí giữ xe nhé & giá mắc luôn 😞.",2,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,"giai_tri((2, 4.0)),"
"Ăn gà rán ở đâu? Quy Nhơn có 4 thương hiệu gà rán luôn, nhưng em mình hay đòi ăn Jollibee nhất, tại nước chấm ở đây không cay, ở đây còn có mì Ý nữa. Jollibee có 2 tiệm, 1 là ở tầng 1 Kim Cúc Plaza và 1 ở Nguyễn Huệ, gần ngay Nice Cafe ấy. Cá nhân mình thấy gà rán ở đây ngon mà, nước chấm ngọt ngọt chua và ít cay nên dễ ăn ^^",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"cùng một thực đơn cũ, giá vẫn quá cao, may mắn là chúng tôi đã chọn từ sự lựa chọn nhỏ trong giờ hạnh phúc của họ.",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
"Chả cá phượng tèo đã có thâm niên hơn ba mươi năm rồi. Trước đây chỉ là một cơ sở nhỏ bán chả cá trong vùng, dần dần mở rộng ra, mở thêm hai quán bún chả cá rất lớn trên đường nguyễn huệ, du khách trong và ngoài nước hay đặt số lượng lớn mua làm quà. Menu đa dạng, có bán bún chả cá, cá thu, cá dầm, bún sứa, bánh canh cá dầm, bánh canh bột lọc, phở bò, cuốn chả cá, cuốn thịt nướng. Không gian rộng rãi thoáng mát, nhân viên nhanh nhẹn, giá hơi cao. Khách đoàn với dân văn phòng là nhiều.",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
Hẹn với đối tác nên đi kiếm quán nào chất chất mà view đẹp thì thấy quán này. Xung quanh toàn là nhà cao tầng nhưng nhìn quán cảm giác rất quán vườn. Xung quanh chỗ ngồi nào cũng có cây trồng mà ko phải cây nhỏ. Nên mát và rất đẹp. Ngồi trong đẹp theo phong cách tuổi teen.Có máy lạnh nên không hút thuốc. Ngồi trước thì thoáng mát view quá đẹp luôn. Tối bật đèn lên thì lung linh luôn. Cảm giác không có các tòa nhà xung quanh. Nước uống cũng ngon. Hài lòng.,0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
"Kinh khủng. Chúng tôi gọi món bánh mì kẹp xúc xích thuần chay và bánh mì kẹp thịt đậu lăng. Sandwich xúc xích là 3 xúc xích cocktail đã qua chế biến trong một chiếc bánh mỳ cũ. Đậu lăng “burger” là một loại sốt đông tụ kỳ lạ có mùi vị như không có gì. Đã nhìn vào bên trong nhà bếp và nó thật bẩn thỉu, người phụ nữ phục vụ bữa ăn của chúng tôi có đôi tay bẩn nhất mà tôi từng thấy. Nhân viên phục vụ của chúng tôi cũng vô cùng thô lỗ và tiếp tục bỏ đi trước khi chúng tôi gọi món xong. Toàn bộ kinh nghiệm rất kỳ lạ. Không muốn giới thiệu.",0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
"Chợ nhỏ dành cho người dân bản xứ. Chợ bán đủ loại rau, củ, thịt, cá, hải sản...",0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,4.0,"mua_sam((5, 4.0)),"
"Mình hỏi hàng mà nhân viên thái độ, khách hỏi không trả lời, rõ ràng mình hỏi trước Nâng lại lấy cho những người khác trước",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2.0,"mua_sam((1, 2.0)),"
Có dịp ghé qua Quy Nhơn nên mình ghé ăn. Bánh xèo tôm nhảy là đặc sản Bình Định nên không thể bỏ qua được. Quán này chưa bước vào đã thấy sang trọng mặc dù giá đồ ăn thì chỉ 15-20k một món. Nhìn quán không khác gì một nhà hàng hạng sang. Nghe giá rẻ vậy chứ chỉ có một cái bánh xèo nhỏ miền trung với tầm 8 con tôm nhỏ thôi. Ngoài ra còn có bán thêm bánh căn nữa mà khác hẳn so với Ninh Thuận. Món này ăn với bánh tráng và rau trong khi hồi ở phan thiết hay ninh thuận thì ăn khác,0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Vì vậy, lần tới khi tôi quay lại thành phố Hồ Chí Minh, tôi sẽ chỉ gắn bó với Grab và Vinasun, chắc chắn!",0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,"di_chuyen((3, 1.0)),"
"Vẫn là fan trung thành của KFC, nay nhà ta có thêm món pizza thần thánh hoàn toàn không có bột mà thay vào đó là gà chiên giòn kèm lớp phô mai béo ngậy với 1 ít ớt Đà Lạt đã tạo nên 1 món ăn cực kì mới đang thu hút đông đảo các bạn trẻ nha... giá dùng thử 1 người chỉ 79k thôi nhé mà có thêm 1 phần khoai tây chiên và 1 ly pepsi nữa nha... ăn bao ngon bao no nha... các bạn hãy đến thử món mới và cảm nhận đi nào... ngon ngon lắm đó nha",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Cho thuê xe moto thủ tục đơn giản giá rẻ rất mong được phục vụ quý khách khi du lịch Quy Nhơn,0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
Chợ nhỏ nhưng đầy đủ đặc sản Quy Nhơn. Không sạch lắm như bao chợ ở Việt Nam.,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,3.0,
"Xe mới, máy móc chạy êm, gúa cả lại cực phải chăng! Thích nhất là vừa xuống bến xe, đi bộ vài bước là có xe máy đi ngay, sướng gì đâu! Đặc biệt là chú chủ xe rất dễ thương và nhiệt tình!!! 😊😊😊",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
Đây là lần thứ tư tôi quay lại đây và muốn giới thiệu. Tôi sẽ trở lại đây mà không nghi ngờ gì nữa. Các loại bia và cocktail rất rẻ và bạn khó có thể đi bộ sau khi rời đi do rượu ngon và hiệu thuốc bên kia đường. Tôi,0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
"Phòng rộng, sạch và thoáng mát.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
Giá phòng quá rẻ so với chất lượng,0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
