,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
1747,"Chất lượng sản phẩm tốt, nhiệt tình với khách hàng_x000D_
",0,0,0,0,0,4
3743,"Ít chỗ đỗ xe, ăn sáng đơn giản, một số món chưa ngon",0,0,0,2,0,0
4016,Tôi đã sử dụng nó khi tôi đến khu 1.,0,0,0,0,0,0
3449,Siêu thị cũng khá nhiều mặt hàng.  Nhưng cũng còn có 1 số mặt hàng muốn mua ko có. Như măng tre.,0,0,0,0,0,4
145,"Nằm ngay cạnh bờ biển, công viên có vẻ không hoạt động ưa chuộng nữa mà chỉ là nơi người ta đi dạo hoặc vài trò chơi của trẻ con. Mình nghĩ vẫn nên quy hoạch lại để sử dụng hiệu quả hơn công viên hoặc đơn giản thiết kể không gian để trông đẹp hơn, quyến rũ hơn trước biển.",2,0,0,0,0,0
4107,"Ăn cả Kim Đình cả Ý Na, và đưa ra kết luận là Ý Na ngon hơn nhé các bạn (trên đg Phan Bội Châu). Quả ở Kim Đình không được đều, thỉnh thoảng trộn lẫn quả dập vs không chín vô ^^ trong này sinh tố nhưng ăn kiểu giống hoa quả dầm hơn là sinh tố, dầm sữa đặc, muốn ăn quả gì thì gọi. Rẻ hơn ngoài Hà Nội (dĩ nhiên) hehe",0,0,0,5,0,0
3301,"Tôi đã đi taxi Vinasun vào ngày 1 Thứ Sáu tuần trước 14 tháng 6 từ Trung tâm Vincom đến đường Bùi Viện. _x000D_
Khi tôi đến đích, tài xế nói 30, 000 đồng, tôi nói không phải là 60 K đồng được hiển thị trong Đồng hồ. Anh nói 30 k. Tôi chuyển cho anh 500 K đồng để đổi, anh chuyển cho tôi hình như đổi 50 K đồng. Tôi cảm thấy trong lòng rõ ràng là thay đổi sai. Anh ấy nên trả lại cho tôi 470 k dong hoặc 440 K dong. Tôi cũng có lỗi vì đã vội vàng gặp bạn tôi ở đường Bùi Viện. Bạn bè của tôi đã khuyên tôi sau sự cố này là hãy lấy Grab Cab từ bây giờ và cũng đảm bảo rằng bạn có một thay đổi nhỏ với bạn, trong trường hợp các tài xế không có thay đổi cho bạn. Tôi đã rất tin tưởng vào Vinasun Tai, chuyến đi còn lại của tôi, tất cả những gì tôi đã lấy Grab Cars, và sau đó trên hành trình của tôi ở Hồ Chi được an toàn.",1,0,0,0,1,0
1506,Khách sạn đã xác nhận trang trí thêm trong phòng nhưng ko có j khi tôi đến nhận phòng.,0,2,0,0,0,0
1735,Múa võ Bình Định rất hay và Bảo Tàng đẹp. Giá trị lịch sử cao,5,0,0,0,0,0
2013,"Món ăn ngon, chị chủ quán dễ thương tuy quán, giá cả hợp túi tiền, tuy quán ko có không gian trang trí đẹp nhưng tất cả mọi thứ khác đều ok, sẽ ghé lại nhiều lần nữa",0,0,0,5,0,0
2511,Các món hải sản tuyệt vời!!! Theo mình: cho đến thời điểm hiện tại đây là nới chế biến hải sản RẤT ngon ở Quy Nhơn mà mình biết (gần trung tâm) kêu thử món nào cũng đều ngon! Rất hợp khẩu vị của mình! Chỉ có điều vì quán thường rất đông vào giờ cao điểm nên hơi... lộn xộn xíu 😜!,0,0,0,5,0,0
236,"Mua thì nhanh, tiền lấy cũng nhanh nhưng dịch vụ khách hàng thì tệ. Máy lỗi k đổi cho khách. Tư vấn k kỹ càng. Chỉ đủ chỗ. Chờ hết thời gian đổi thì khách hàng chịu. Khách hàng rảnh lắm k có lỗi đi đổi làm j?_x000D_
",0,0,0,0,0,2
3364,"Nhà hàng đẹp, thức ăn rất ok... Hấp dẫn..  Nhân viên phục vụ tốt.Chú đầu bếp người Nhật trò chuyện thăm hỏi khách hàng rất thân thiện.Hôm nay được biết tên nhà hàng SHO nghĩa là THĂNG 😁😁 Chúc nhà hàng ngày càng phát triển tốt như cái tên 👍",0,0,5,5,0,0
2808,"Bảo tàng to, rộng rãi. Nếu chăm chút hơn sẽ có điểm du lịch tìm hiểu lịch sử rất bổ ích. Khách cũng tương đối đông, hướng dẫn viên có một. Chương trình biểu diễn võ thuật xem trẻ em biểu diễn rất hay, còn người lớn thì biểu diễn hời hợt cho xong việc. Khu vệ sinh thì dơ dáy chật chội.",2,0,0,0,0,0
2412,"View từ ban công đep, đi lại ra chợ đêm gần. 2 tụi mình thuê xe máy ks đi chơi theo các điểm bạn lễ tân tư vấn rất ưng ý.",0,5,0,0,0,0
1011,Cho thuê xe máy quy nhơn giá rẻ Có hổ trợ giao xe tận nơi ok lắm mũ bảo hiểm sạch và có chuẩn bị áo mưa cho khách nữa,0,0,0,0,5,0
473,Đường Trần Hưng Đạo quẹo vào đường Hàm Tử sẽ thấy bến cảng cho các tàu đi đánh bắt và tàu chở khách ra đảo.,5,0,0,0,0,0
899,"Năm nào đi Quy Nhơn cũng phải ghé nhà hàng hết, đồ ăn tươi ngon, giá cả hợp lí không chém giá như những nơi khác, bị thích món bào ngư bên này",0,0,5,5,0,0
2947,"sạch sẽ, tiẹun nghi, chủ khách sạn nhiệt tình, vui vẻ. nếu quay lại mình vẫn chọn ks này",0,5,0,0,0,0
1694,"Phòng đẹp, ấm cúng, lễ tân nhiệt tình hỗ trợ.Vị trí thuận tiện đi đến các điểm du lịch trong nội thành, chợ đêm, ăn uống",0,5,0,0,0,0
1208,"Dịch vụ tốt, lúc nào tôi tới Quy Nhơn tôi cũng thuê xe máy bên dịch vụ cho thuê xe máy quy nhơn Hoài Bảo. Xe tốt nhân viên nhiệt tình, tôi sẽ trở lại Quy Nhơn trong dịp tới và sẽ tiếp tục thuê xe bên bạn làm phương tiện đi lại cảm ơn bạn",0,0,0,0,4,0
3877,"Nhà hàng ăn uống bình thường mà 40k/dĩa rau lang luộc, ra Đà Nẵng mà ăn ở những nhà hàng sang chảnh",0,0,2,0,0,0
3339,Khách sạn sạch sẽ . Vị trí gând trung tâm đi lại tiện lợi . Chỗ đậu xe thoải mái,0,5,0,0,0,0
4276,"Xe mới , chất lượng tốt, giá cả hợp lý. Anh chủ rất nhiệt tình . Thủ tục lại nhanh chóng , gọn lẹ .",0,0,0,0,5,0
2467,"Quán rộng , đô ăn đồ uông gì cũng đêuf dc chăm chút khá tỉ mỉ , dệp mắt , tối thứ 3 quán này có ca nhac acoustic nữa , rất thích capuchino của quán này , đều ở mức viawf phải , k quá ngọt , k quá đắng , sánh vừa thanh thanh , nhạc thi ok , phần lớn là các anh lớn lớn nên hát mấy bài hồi xưa , kiêu hoài niem í",0,0,0,5,0,0
38,"Trung tâm, tiện đi lại công tác. Mình ở phòng 1 giường đôi có lan can ra phía trước nhìn nhà lồng về đêm rất chill.",0,4,0,0,0,0
4432,Nhà xe này chạy nhanh và hay đảo để đón khách,0,0,0,0,2,0
630,"Khách du lịch đến quy nhơn đừng quên ghé quán để thưởng thức những món ăn ở quán nhất là những món được chế biến từ cua, cực kỳ thơm ngon. Tuần nào mình cũng ghé quán vì hơi bị ghiền món lẫu cua, hôm nay review cho anh chị chủ vui tính dễ thương nè 😍😍😍",0,0,0,4,0,0
4999,"Quán khá rộng rãi và thoáng để nướng đồ ăn thoải mái mà không sợ bị ám mùi. Mà phải công nhận giá rẻ thiệt, toàn đồng giá mỗi loại 30-35k mà mình thấy một dĩa cũng khá nhiều. Nồi lẩu 2 người tầm 65k, mà quá trời đồ nhúng ăn kèm mà đồ tươi chứ không phải đồ đông lạnh. Đồ nướng thì được tẩm ướp sẵn, mình order rồi thì nhân viên mang ra nướng bơ rồi ăn thôi.Tầm 100k mỗi người là ăn no rồi.Giá rẻ vậy nhưng chất lượng cũng ngon chứ không hề bị ảnh hưởng. Một điểm cộng nữa là nước chấm ngon.",0,0,0,5,0,0
786,"Nước biển không được sạch lắm, tắm xong về ngứa mắt gần chết, Bãi biển sạch và ít rác, có bo lưới an toàn nên ko sợ bị dạt ra biển :V",3,0,0,0,0,0
32,"Ở ba đêm ở Aaron nhân viên nhiệt tình, phòng ốc mới và đẹp. Nếu lần sau đi Nha Trang nhất định sẽ quay lại Aarom",0,4,0,0,0,0
2044,"Nhà hàng là bè nổi trên biển. Không gian nhỏ. Nhưng món ăn đều rất tươi ngon. Ốc rất tươi. Tôm đúng tôm vùng biển con nhỏ hay con lớn đều rất ngọt và chắc thịt. Ốc cũng rất ngon ngọt. Đặc biệt món cá bống mú cuốn bánh tráng ăn rất lạ. Món đặc sản, nổi tiếng nhất là món sứa nước lèo ngon nhất ở đây.",0,0,4,5,0,0
252,"Dj hay, đồ uống ổn, giá không cao, không khí rất cháy",5,0,0,4,0,0
3117,Tài xế của hãng nhiệt tình lắm luôn. Chất lượng xe tốt,0,0,0,0,5,0
1284,"Dịch vụ tốt, ít người, mát, lịch sự. Do là thành phố quy mô nhỏ nên các phòng chiếu cũng nhỏ hơn CGV các thành phố lớn. Nhưng vắng người cũng giúp bạn trải nghiệm phim tốt hơn, nhất là những phim bom tấn.",4,0,0,0,0,0
4204,"Nhà hàng view thẳng ra biển, đẹp và mát. Phục vụ tận tình.",0,0,5,0,0,0
811,"Lại 1 recommend mà mình nhận được khi xem reviw du lịch tự túc ở Bình Định. Quán không quá rộng, sạch sẽ, xe để trên lề đường. Mình ăn bánh hỏi cháo Lòng ở quán vào buổi sáng, khoảng hơn 7h, quán không quá đông nhưng lên món vẫn lâu, đem đĩa bánh hỏi lên rồi khoảng 10 phút sau mới đem lòng lên. 1 phần ăn gồm 1 đĩa bánh hỏi, 1 đĩa lòng heo, 1 chén cháo và rau ăn kèm giá 35k. Bánh hỏi có nhiều rau mùi lắm nên ai không ăn được nhớ dặn quán trước, lòng nhiều và cháo nóng hỏi, chất lượng nhìn chung thấy ổn.",0,0,0,4,0,0
288,"Rẻ hơn Co.opmart (ko phải tất cả mặt hàng đều rẻ hơn, nhưng đa phần là vậy).",0,0,0,0,0,4
3243,"Phòng ốc sạch sẽ, tiện nghỉ phù hợp với giá thuê",0,4,0,0,0,0
958,"Phòng ốc thoáng mát, sạch sẽ và đầy đủ tiện nghi.",0,3,0,0,0,0
2880,Kỳ nghỉ tuyệt vời cũng nhờ một phần của khách sạn,0,5,0,0,0,0
1460,"Cuốn ngon, Bánh canh ngon nhưng sợi bánh canh rất ít. Mùi vị bánh canh vẫn giữ nguyên bao nhiêu năm nay. Mỗi lần về Quy Nhơn lại ghé vào quán để ăn. Quán đông nên phải chờ gần 10 phút, thỉnh thoảng hết chỗ đó khách đông. Không có chỗ để xe nên phải để xe bên cạnh quán.",0,0,0,4,0,0
2479,"Chất lượng dịch vụ oke, xe đảm bảo cho lộ trình, tiết kiệm xăng, và chủ xe rất nhiệt tình vui vẻ.. đánh giá 5/5 sao!",0,0,0,0,5,0
529,xe như cc nhân viên không thèm phục vụ khách hàng luôn mà gọi đặt vé xe mà nói ừ ừ rồi rồi mà không thấy liên hệ lại cho khách không biết đón cái giờ nào để mà đi chán cái xe và nhân viên,0,0,0,0,1,0
4681,"Địa điểm: quán bán trong hẻm, ngồi mát, gần khu vực trung tâm. Phía bên ngoài hẻm thấy có bàn ngồi luôn. Món ăn: mình hay ăn ở đây, quán bán đủ món luôn, cháo lươn với miến lươn mình thích ăn ở đây nhất, cháo nấu rất nhừ mềm với ngọt, còn miến lươn ở đây ăn thơm, ko hề nghe mùi, nước dùng cũng ngon. Còn các món còn lại, mình thấy khách hay gọi xương bò, cái gì cũng xương bò, bún xương bò, miến xương bò, phở xương bò. Mình ăn xương bò rồi, nhưng mình vẫn hay ăn miến lươn với cháo lươn hơn. Phục vụ: quán bán đông, khách ăn kín bàn luôn nhưng dọn bàn với đem ra nhanh. Quán bán gia đình đi ăn nhiều. Giá: quán bán tô 25 ngàn, thấy đồng giá các loại. Bún giò 30 ngàn. Còn lại gọi thêm thấy thêm 5 ngàn một loại. Mình hay ăn quán này vì bán nước thấy ko bị say bột ngọt, là một điểm cộng lớn cho quán. Ăn nước ngọt từ xương nên thơm ngon.",0,0,0,5,0,0
4525,"Bãi biển dài và đẹp , vừa có thể ngắm nhìn núi đồi vừa ngắm biển xanh . Sáng sớm có thể chạy bộ , đi dạo ngắm bình minh, hòa mình vào tiếng sóng vỗ biển cả",5,0,0,0,0,0
2174,"Quán có chai nươc mang đi cực kute, món bông lang trứng muối cũng ngon nữa, ưng chỗ này, có hơi xa trung tâm chút nhưng món quá ổn",0,0,0,5,0,0
4100,"Một loạt các món ăn Việt tuyệt vời, được nấu chín hoàn hảo. Chúng tôi hoàn toàn yêu thích thức ăn ở đây và đó là một _x000D_
trong những điều tốt nhất mà chúng tôi có trong kỳ nghỉ của mình. Các nhân viên được chu đáo và dịch vụ là tốt với nhân viên sẵn sàng giải thích bất kỳ món ăn cho bạn nếu bạn không chắc chắn. Họ cũng có một phần thực phẩm phương Tây nhưng chúng tôi không thử bất cứ thứ gì từ thực đơn đó vì món ăn Việt Nam rất ngon. Bạn cũng có thể muốn thử cocktail ""Collins"" của họ mà tôi không thể có đủ. Nếu bạn không quan tâm đến sức nóng và ngồi bên ngoài, bạn sẽ được thưởng thức một số cảnh biển tuyệt đẹp, và sau bữa tối bạn có thể leo lên bậc bục nhỏ để ngắm nhìn toàn cảnh đại dương trong khi ngồi trên túi đậu và nhấm nháp ly cocktail yêu thích của bạn. Rất khuyên bạn nên nhà hàng này.",5,0,5,5,0,0
2771,"Thị trường Mẹ và Bé Quy Nhơn về mặt chung shop này bán giá cả rẻ hơn các shop khác, tư vấn tận tâm, duyệt._x000D_
",0,0,0,0,0,5
3313,"Đồ ăn ngon, nhà hàng rộng rãi và sạch sẽ",0,0,5,5,0,0
650,"Chợ dân sinh, mua bán hàng ngày. Hàng hóa phong phú, giá cả bình thường, không phải rẻ. Nếu bạn là khách du lịch thì có thể qua mua hải sản khô nhưng giá ko rẻ hơn giá ở Hà Nội hay TP. Hồ Chí Minh nhiều đâu.",0,0,0,0,0,4
1336,"Big C Quy Nhơn là một khu siêu thị lớn của Quy Nhơn và rất được ưa thích. Các mặt hàng tốt đều có ở đây. Có khu vui chơi nhà banh cho trẻ. Khu bán đồ ăn trong Big C cũng được ưa chuộng, lúc nào cũng đông khách. Có khu xem phim ở tầng 4. Vệ sinh ở đây ko được tốt lắm.",4,0,0,0,0,4
254,"Đã từng trải nghiệm tại Shop, thì thiệt là có dô coi thôi chứ không có thử và nhìn không ưng nên không có mua thì thái độ nhân viên xem thường thật sự :))) chả thèm vào lần hai.",0,0,0,0,0,1
4077,tọa lạc ngay trung tâm thành phố. những chị bán hàng vui vẻ.,0,0,0,0,0,4
3019,"Cty cho khách hàng những chất lượng tuyệt vời, nhân viên chuyên nghiệp, nhiệt tình, tôi đặc biệt thích tour cù lao xanh, tour kỳ có, tour hòn khô, tour phú yên",5,0,0,0,0,0
1521,"Con đường Ngô Văn Sở là con đường ăn uống nên Quán Kem này có một vị trí rất thuận lợi, người qua lại cũng nhiều, và khách du lịch tới đây để thưởng thức các món ăn từ bún bánh cuốn cho đến kem, nước ép, đồ ăn và thức uống ở đây rất là ngon giá cả lại rẻ , phù hợp với tất cả các bạn sinh viên và học sinh quán Tuy có không gian hơi nhỏ nhưng được trang trí cũng khá là bắt mắt chủ quán dịch tình nhân viên vui vẻ. Hôm nay mình đến uống matcha đá xay, có thể nói ở đây là ngon nhất .",0,0,0,5,0,0
1868,"Đồ ăn ngon, còn tươi sống, nhà hàng thoáng mát rộng rãi, có sân vườn, nhân viên phục vụ dễ thương.Có nước tắm tráng sau khi tắm biển tại bè.Có tour Kỳ Co, Eo gió rất tuyệt có cano đi qua đảo.Có người hướng dẫn địa phương",0,0,5,5,0,0
2030,"Quán ăn ngon, bình dân, giá hợp lý, nhân viên thân thiện, kề bên ngay cổng vào Eo Gió và Tịnh thất, chỉ quán cho gửi xe để vào tham quan luôn",5,0,0,5,0,0
3985,"Kinh doanh đa dạng hàng hóa. Thích hợp mua làm quà. Chất lượng sản phẩm đc. Tuy nhiên giá cả hơi cao so với ở ngoài._x000D_
",0,0,0,0,0,3
3969,Một tiệm dessert nhỏ nhưng lúc nào cũng khá đông mình đến 2 lần rồi. Phục vụ nhiệt tình. Bánh bông lan trứng muối và chè khúc bạch ở đây là 2 món mình có thể ăn hoài ko ngán.,0,0,0,5,0,0
2202,"hàng xinh, vải đẹp mẫu mã đa dạng, giá cả hợp lý, chủ shop nhiệt tình tư vấn <3_x000D_
",0,0,0,0,0,5
4302,"Đến Kỳ co phần lớn du khách đều sử dụng dịch vụ Ca nô chở vòng ra biển mới lên bãi Kỳ co được vì du khách không biết có 1 con đường bê tông có thể đi lên đỉnh núi để đến với Biển Kỳ Co. Đường đủ rộng để ô tô đi được, khá dốc, khoảng 10%. Trên đỉnh du khách xó thể phóng tâm mắt nhìn về Nhơn Hội, Eo gió... Cảnh thì đẹp tuyệt vời, có thể tìm bãi rộng view biển để cắm trại. Nếu du khách đi xe 2 cầu 4x4 thì có thể đánh xe thẳng xuống bãi cát, cát ở đây mịn và rất xốp(không khuyến khích cho ô tô xuống).",5,0,0,0,0,0
1551,"Núi Kỳ Co nằm ở thôn Hữu Giang, xã Tây Giang, huyện Nhơn Lý, tỉnh Bình Định. Chắc hẳn nhiều người không biết đến vùng nông thôn xa xôi như vậy. Nhưng nếu đến và tham quan một lần, bạn sẽ được cảm nhận được con người và cảnh vật nơi đây chân thực và gần gũi đến như thế nào...Khung cảnh nhìn từ trên đỉnh núi Kỳ Co.Cung đường cụ thể dành cho các bạn muốn đến núi Kỳ Co: nếu bạn ở các tỉnh khác (thành phố Hồ Chí Minh chẳng hạn) thì bạn có thể đặt vé xe khách Hoa Châu, Ba Đàm,… tại bến xe miền Đông để đến Bình Định. Sau đó hãy tìm cách đến cái nôi của võ thuật Bình Định là huyện Nhơn Lý, nơi có bảo tàng Quang Trung, cũng là quê hương của “Anh hùng áo vải” Nguyễn Huệ. Lúc này, bạn đang cách thôn Hữu Giang khoảng 15 km, đi men theo hữu ngạn sông Kôn là bạn có thể đến đây (vì đoạn đường đến Hữu Giang tương đối gần nên các bạn có thể hỏi người dân địa phương). Sau đó, núi Kỳ Co sẽ hiện lên trước mặt bạn, đợi chinh phục và thư giãn.",5,0,0,0,0,0
4214,"Việc đưa đón của chúng tôi từ sân bay tại Thành phố Hồ Chí Minh đến khách sạn thành phố của chúng tôi được tổ chức rất tốt. _x000D_
Tôi đã đặt và thanh toán cho nó trực tuyến một vài ngày trước khi đến. Khi đến nơi, người lái xe được nhìn thấy rõ ràng với một tấm bảng có tên tôi, điều này làm cho toàn bộ quá trình trở nên đơn giản. 30 phút sau chúng tôi đến khách sạn.",0,0,0,0,4,0
428,"Nơi này khung cảnh buổi sáng mát mẻ, tối lại có nhiều hoạt động vui chơi cho thiếu nhi",4,0,0,0,0,0
2212,"Hôm nay cuối tiaafn lại có dịp ghé quán cùng với điwsa em của mình. Hình như những trẻ em thường thíh ăn gà rán thì phải. Quán hôm nay khá đông, mà chỉ toàn ba mẹ dẫn các bé tới ăn. Điển hình con em của mình cũng ghiền hà rán không kém, mình kêu một combo 99k mà một mình nó chén sạch. Chắc chủ nhật quán khá đông, mua mà chờ order với chờ món khá lâu, nhưng ăn cảm thấy ngon, nên cũng tạm chấp nhận. Mình thấy nhân viên ở đây bình thường, như các cửa hàng bán gà khác, không thấy gì là khó chịu.",0,0,0,3,0,0
5078,"Nhà hàng này thật sự rất ngon và nổi tiếng. Tuy thực đơn không quá đa dạng về số lượng món ăn nhưng mỗi món ăn phải nói là rất ngon.. đồng thời khung cảnh thôn quê rất đẹp và thoáng đãng, giá cả cũng hợp lí.. mọi người nên đến ăn xem sao",0,0,5,5,0,0
587,"Xe mới leng keng, mình nhìn công tơ.mét chỉ mới 59km, tính ra mình dc đi mở hàng xe này, chị chủ nhiệt tình thân thiện, hướng dẫn đủ các địa điểm ăn uống và vui chơi theo lịch trình rất khoa học",0,0,0,0,5,0
4507,Tuy là sân bay của quân đội những cũng rất OK và rất đẹp,0,0,0,0,4,0
5072,"Nếu ở đà nẵng bạn có các quán như Năm đảnh hay eo biển có càng cùm cụn thì tới Quy Nhơn nên ghé vô đây để thưởng thức hải sản. Các món hải sản ở đây ngon, rẻ đặc biệt chất lượng luôn đây nhé. Mình khá thích món càng cùm cụm hấp ở đây có cả lá dứa nữa nên mùi vị được tăng lên đáng kể luôn í. Menu quán đa dạng, nhiều lựa chọn và phong phú. Giá cả ở đây bình thường.",0,0,0,5,0,0
1508,"Nơi tuyệt đẹp để ngắm thành phố Quy Nhơn nhất là chiều tối_x000D_
",5,0,0,0,0,0
3111,Mình Sẽ Trở Lại Vào Môt Ngày Gần Nhất,0,4,0,0,0,0
230,"Nhìu view sống ảo và có chỗ thuê chòi tổ chức picnic._x000D_
Chòi lớn nhỏ cho từng nhu cầu. Sức chứa lớn nhất khoảng 30-40ng. Được đem loa vào để ca hát nhảy múa._x000D_
_x000D_
Xe máy đi cẩn thận._x000D_
Ô tô vào được, đường nhỏ quan sát nếu 2 xe cùng lúc thì hơi khó đi_x000D_
",5,0,0,0,0,0
3012,"Khách sạn ngay trung tâm, có thể đi bộ ra biển, mall và các quán cafe. Phòng sạch sẽ, các bạn nhân viên dễ thương 😊 Đợt sau nếu đi Nha Trang mình lại book ks này.",0,5,0,0,0,0
4709,"Quán có 2 tâng, có phòng riêng để tiệc tùng sinh nhật, nướng ngói mềm, chín vừa , nguyên liệu cũng tươi niawx , mỗi cái quan đoong nên phục vụ hơi lấu xí xí . Gọi tính tiền mà đợi cung 5 , 10 phút",0,0,0,4,0,0
4293,"View quán đẹp nhìn rất lạ mắt, bên trong khoáng khá cổ kính, không gian ấm cúng, yên tĩnh phù hợp cho các bạn sinh viên đến học tập, thư giãn. Các chị nhân Viên phục vụ rất thân thiện, nhiệt tình. Đồ uống có rất nhiều loại, đa dạng, ngon, đặc biệt là socola nóng rất ngon, thơm. Giá cả phù hợp với mặt bằng chung. Nay quán đang có chương trình ủng hộ trung thu cho trẻ em nghèo, rất có ý nghĩa. Sẽ ghé quán ủng hộ thêm nhiều lần nữa.",0,0,0,5,0,0
706,Thái độ phục vụ không được tốt.,0,0,0,0,0,1
1571,"lương thực là trung bình. súp miso và udon có vị ngọt, mà tôi nghi ngờ đến từ glutamat. mì udon đã quá chín, do đó quá mềm, nên tad dai hơn.",0,0,0,5,0,0
4133,Hơi xa trung tâm tí nhưng mọi thứ tốt. Dịch vụ ổn. Có bán nhiều đặc sản tươi của vùng Bình Định tại chỗ cho khách mang lên máy bay. Nhà chờ rộng và mát mẻ.,0,0,0,0,4,4
2595,"Không gian bắt mắt, rất phù hợp cho các bạn đến vui chơi và chụp ảnh sống ảo các kiểu... đồ uống tạm đc giá cả bình dân... buổi sáng thì hơi ít khách nhưng quán được cái có không gian rộng rãi mát mẻ và có cả không gian cho các bạn tới học bài hay tìm 1 chỗ yên tĩnh để đọc sách hoặc làm việc trên máy tính... nhân viên rất vui vẻ và thân thiện với khách hàng... quán rất dễ tìm nên trên đường trần thị kỉ phía sau siêu thị coopmart, được nhiều bạn trẻ biết đến...",0,0,0,5,0,0
1979,"Biển sạch, đẹp, nhưng các dịch vụ du lịch không tốt lắm",3,0,0,0,0,0
1548,"Khách sạn đường Trần Phú đối diện biển, nội thất hiện đại. phòng sạch sẽ. wifi và nước rất mạnh. bạn nam lễ tân nhiệt tình giúp đỡ khách",0,5,0,0,0,0
1532,"Mình có ghé quán 1 lần khi mình ở Quy Nhơn. Theo mình cảm nhận thì sữa tươi trân châu đường đen có phần hơi béo,trân châu dẻo rất ngon, còn trà sữa truyền thống thì khá là ok. Điểm cộng là view đẹp và nhân viên phục vụ nhiệt tình toàn trai xinh gái đẹp :)) Giá cả cũng hợp lý nữa, mình thấy khá là ok.",0,0,0,5,0,0
3291,Khách sạn cũng linh động kết hợp vs các dịch vụ bên ngoài hỗ trợ khách du lịch. Mình chỉ việc liên hệ vs nhân viên là đc.,0,5,0,0,0,0
3907,"Không gian rất ấm cúng, sang trọng, tinh tế. Mấy anh chị nhân viên nhiệt tình vui vẻ hoà đồng. Nước uống rất wonderful mọi người ạ...Mọi người nhớ đến ủng hộ nha❤",0,0,0,5,0,0
5211,"Chị ơi, cho em hỏi loại phòng nào là đẹp nhất ở đó ạ, em cũng muốn book, em tìm hiểu trên các trang đặt phòng mà hok rõ. có thể chị cho em số điện thoại để em gọi hỏi ạ",0,0,0,0,0,0
920,"Khu vui chơi khá nhiều trò dành cho trẻ em, vé 25k mỗi trò, nhà hơi 50k chơi bao lâu tùy thích",4,0,0,0,0,0
785,"Máy lạnh cũ nên không điều chỉnh được nhiệt độ, hơi nóng",0,2,0,0,0,0
2924,"Rất thích phong cách quán Santorino coffee tea. Có thể nói đây là quán cafe đáng để ghé thăm nhất ở Quy Nhơn. Do đi công tác cả tuần nên mình cần tìm một quán cafe yên tĩnh và có đồ ăn để lf việc thì Santorino chính là nơi tuyệt vời nhất từ món ăn cho đến các món desert như flan phô mai hay món mix có nhiều thạch rất sáng tạo. Thích nhất chú chó Alaska cực dễ thương. Quán nhỏ xinh nhưng cũng đủ làm cho khách cảm thấy thoải mái nhất. Khách Tây ở đây đến dùng bữa khá nhiều._x000D_
",0,0,5,5,0,0
1677,"Chiều tan ca, chạy thẳng tới quán theo địa chỉ trên Foody để ăn thử coi sao. Quán nho nhỏ nằm ở con đường cũng nho nhỏ, cạnh ngay bên hông cái Doanh trại quân đội to đùng. Mình ăn 1 phần lagu, 1 phần phá lấu bình thường và thêm phần phá lấu chỉ có lòng và gan. Ở đây, quán nấu nước dùng vị cũng bình thường chứ không có gì đặc biệt, nhưng k hiểu s kết hợp miếng gan, miếng bánh mì, muỗng nước dùng...trời ơi nó thơm bừng vị trong miệng, gan bùi bùi , thơm lừng, bánh mì giòn, kèm thêm muống nc dùng thơm ngọt. Ăn xong tô vẫn ấn tượng mà k hiểu s vị nó lại hợp nhau z. Ngoài ra thì các thàn phần khác theo mình đánh giá là tạm được. Tô lagu nguyên 1 cục xương hầm, mềm, thơm, ăn rất cân đối. Tóm lại: quán phù hợp cho các bạn trẻ sinh viên, học sinh hoặc những người thích khám phá món mới như mình. Còn ăn kiểu đi gia đình, ăn cho no thì ít phù hợp hơn.",0,0,0,4,0,0
1723,"Cảnh quan nhà hàng đẹp, nhiều cây xanh, nhưng ăn trưa tương đối nóng, dù được bố trí khá nhiều quạt xung quanh, nên ăn tầm chiều tối ở đây thì không khí mát mẻ, chụp ảnh sống ảo thoải mái..Đồ ăn ngon, phục vụ chu đáo nhiệt tình ạ",0,0,4,0,0,0
4285,Noi mua sắm đáng tin cậy sạch sẽ lịch sự nơi bạn an tâm để mua sắm,0,0,0,0,0,4
2573,"Các mẫu áo phong phú, trẻ trung, chất thun mịn mát, các bạn nhân viên nhẹ nhàng, nhiệt tình, tạo cảm giác thoải mái cho khách hàng._x000D_
",0,0,0,0,0,5
4490,+ Trung tâm mua sắm lớn.+ Hàng hoá rất đa dạng và tuyệt vời.+Nhân nhân viên phục vụ chu đáo và nhiệt tình.,0,0,0,0,0,5
3220,Đây là lần thứ tư tôi quay lại đây và muốn giới thiệu. Tôi sẽ trở lại đây mà không nghi ngờ gì nữa. Các loại bia và cocktail rất rẻ và bạn khó có thể đi bộ sau khi rời đi do rượu ngon và hiệu thuốc bên kia đường. Tôi,0,0,0,4,0,0
